region,product_id,stockout_quantity,stockout_penalty_cost,total_demand
East Africa,273,7.0,176.336998551,7
East Africa,276,26.0,748.5659946179999,26
East Africa,282,5.0,143.954998965,5
East Africa,564,14.0,378.0,14
East Africa,567,4.0,90.0,4
East Africa,642,7.0,189.0,7
East Africa,703,15.0,269.864996895,15
East Africa,775,8.0,71.9279983512,8
East Africa,778,14.0,314.873997102,14
East Africa,792,11.0,148.400997723,11
East Africa,797,22.0,356.201995446,22
East Africa,804,23.0,413.792995239,23
East Africa,810,16.0,287.855996688,16
East Africa,828,11.0,316.700997723,11
East Africa,835,21.0,604.6109956529999,21
East Africa,885,21.0,472.310995653,21
East Africa,886,26.0,584.765994618,26
East Africa,893,4.0,89.963999172,4
East Africa,897,8.0,179.927998344,8
East Africa,905,11.0,247.400997723,11
East Africa,906,21.0,472.310995653,21
East Africa,917,4.0,79.163999172,4
East Africa,924,12.0,172.69199751600001,12
East Africa,926,16.0,230.255996688,16
East Africa,977,19.0,512.828996067,19
East Africa,1004,278.0,100074.9987522,278
East Africa,1014,910.0,40933.61962326,910
East of USA,93,53.0,1192.022989029,53
East of USA,134,56.0,1260.0,56
East of USA,135,49.0,970.1999999999998,49
East of USA,273,29.0,730.538993997,29
East of USA,276,57.0,1641.086988201,57
East of USA,282,1.0,28.790999792999997,73
East of USA,567,77.0,1732.5,77
East of USA,703,92.0,1655.171980956,92
East of USA,775,49.0,440.5589899011,49
East of USA,778,53.0,1192.022989029,53
East of USA,792,47.0,634.076990271,47
East of USA,793,46.0,620.585990478,46
East of USA,797,54.0,874.3139888219999,54
East of USA,804,47.0,845.576990271,47
East of USA,810,29.0,521.738993997,29
East of USA,825,83.0,2389.6529828189996,83
East of USA,885,77.0,1731.806984061,77
East of USA,886,29.0,652.238993997,29
East of USA,893,50.0,1124.54998965,50
East of USA,897,42.0,944.621991306,42
East of USA,905,57.0,1281.986988201,57
East of USA,906,75.0,1686.824984475,75
East of USA,917,81.0,1603.070983233,81
East of USA,924,29.0,417.33899399700005,29
East of USA,926,39.0,561.248991927,39
East of USA,977,84.0,2267.243982612,84
East of USA,1004,843.0,303464.8343457,993
East of USA,1014,2953.0,132831.844777458,3147
Eastern Asia,93,57.0,1281.986988201,57
Eastern Asia,134,29.0,652.5,29
Eastern Asia,135,35.0,692.9999999999999,35
Eastern Asia,172,50.0,1350.0,50
Eastern Asia,273,60.0,1511.45998758,60
Eastern Asia,276,67.0,1928.9969861309999,67
Eastern Asia,282,50.0,1439.5499896499998,50
Eastern Asia,365,3136.0,169315.78074163198,3402
Eastern Asia,502,2656.0,119520.0,2855
Eastern Asia,564,71.0,1917.0,71
Eastern Asia,567,43.0,967.5,43
Eastern Asia,642,60.0,1620.0,60
Eastern Asia,703,42.0,755.621991306,42
Eastern Asia,775,85.0,764.2349824815001,85
Eastern Asia,778,68.0,1529.387985924,68
Eastern Asia,792,30.0,404.72999379,30
Eastern Asia,793,84.0,1133.243982612,84
Eastern Asia,797,75.0,1214.324984475,75
Eastern Asia,804,81.0,1457.270983233,81
Eastern Asia,810,39.0,701.648991927,39
Eastern Asia,825,57.0,1641.086988201,57
Eastern Asia,828,47.0,1353.1769902709998,47
Eastern Asia,835,50.0,1439.5499896499998,50
Eastern Asia,885,77.0,1731.806984061,77
Eastern Asia,886,28.0,629.747994204,28
Eastern Asia,893,33.0,742.202993169,33
Eastern Asia,897,42.0,944.621991306,42
Eastern Asia,905,54.0,1214.513988822,54
Eastern Asia,906,30.0,674.72999379,30
Eastern Asia,917,47.0,930.176990271,47
Eastern Asia,924,68.0,978.587985924,68
Eastern Asia,926,67.0,964.196986131,67
Eastern Asia,977,70.0,1889.36998551,70
Eastern Asia,1004,664.0,239028.05457359998,879
Eastern Asia,1014,2407.0,108271.673003502,2991
Eastern Asia,1346,28.0,783.215997984,28
Eastern Asia,1348,49.0,497.888998236,49
Eastern Asia,1361,161.0,1672.1459942039999,161
Eastern Europe,37,30.0,944.7300453599998,30
Eastern Europe,44,33.0,1781.7030498959998,33
Eastern Europe,93,33.0,742.202993169,33
Eastern Europe,116,32.0,1295.712048384,32
Eastern Europe,134,16.0,360.0,16
Eastern Europe,135,35.0,692.9999999999999,35
Eastern Europe,172,43.0,1161.0,43
Eastern Europe,235,23.0,724.2930347759999,23
Eastern Europe,249,57.0,2819.961062586,57
Eastern Europe,273,28.0,705.347994204,28
Eastern Europe,276,37.0,1065.2669923409999,37
Eastern Europe,278,64.0,2591.424096768,64
Eastern Europe,282,32.0,921.3119933759999,32
Eastern Europe,365,2446.0,132061.989698352,2446
Eastern Europe,502,2043.0,91935.0,2043
Eastern Europe,564,30.0,810.0,30
Eastern Europe,567,16.0,360.0,16
Eastern Europe,572,36.0,1295.676054432,36
Eastern Europe,627,980.0,35271.181481759995,980
Eastern Europe,642,21.0,567.0,21
Eastern Europe,703,23.0,413.792995239,23
Eastern Europe,728,9.0,526.5,9
Eastern Europe,771,29.0,1043.739043848,29
Eastern Europe,775,28.0,251.7479942292,28
Eastern Europe,778,25.0,562.274994825,25
Eastern Europe,792,36.0,485.675992548,36
Eastern Europe,793,37.0,499.166992341,37
Eastern Europe,797,40.0,647.63999172,40
Eastern Europe,804,16.0,287.855996688,16
Eastern Europe,810,56.0,1007.495988408,56
Eastern Europe,818,37.0,1598.067055944,37
Eastern Europe,822,18.0,777.438027216,18
Eastern Europe,823,35.0,1637.6850529199999,35
Eastern Europe,825,46.0,1324.385990478,46
Eastern Europe,828,46.0,1324.385990478,46
Eastern Europe,835,43.0,1238.012991099,43
Eastern Europe,885,71.0,1596.860985303,71
Eastern Europe,886,16.0,359.855996688,16
Eastern Europe,893,30.0,674.72999379,30
Eastern Europe,897,21.0,472.310995653,21
Eastern Europe,905,30.0,674.72999379,30
Eastern Europe,906,59.0,1326.968987787,59
Eastern Europe,917,35.0,692.684992755,35
Eastern Europe,924,21.0,302.210995653,21
Eastern Europe,926,26.0,374.165994618,26
Eastern Europe,977,32.0,863.711993376,32
Eastern Europe,1004,533.0,191870.41127669998,533
Eastern Europe,1014,2064.0,92842.847145504,2064
North Africa,93,40.0,899.63999172,40
North Africa,134,28.0,630.0,28
North Africa,135,18.0,356.4,18
North Africa,172,25.0,675.0,25
North Africa,273,23.0,579.392995239,23
North Africa,276,37.0,1065.2669923409999,37
North Africa,278,32.0,1295.712048384,32
North Africa,282,42.0,1209.2219913059998,42
North Africa,564,5.0,135.0,5
North Africa,567,19.0,427.5,19
North Africa,642,29.0,783.0,29
North Africa,703,43.0,773.612991099,43
North Africa,775,23.0,206.7929952597,23
North Africa,778,21.0,472.310995653,21
North Africa,792,47.0,634.076990271,47
North Africa,793,11.0,148.400997723,11
North Africa,797,22.0,356.201995446,22
North Africa,804,40.0,719.63999172,40
North Africa,810,33.0,593.702993169,33
North Africa,825,37.0,1065.2669923409999,37
North Africa,828,26.0,748.5659946179999,26
North Africa,835,21.0,604.6109956529999,21
North Africa,885,46.0,1034.585990478,46
North Africa,886,4.0,89.963999172,4
North Africa,893,43.0,967.112991099,43
North Africa,897,32.0,719.711993376,32
North Africa,905,29.0,652.238993997,29
North Africa,906,40.0,899.63999172,40
North Africa,917,11.0,217.700997723,11
North Africa,924,36.0,518.075992548,36
North Africa,926,33.0,474.902993169,33
North Africa,977,23.0,620.792995239,23
North Africa,1004,448.0,161271.9404352,448
North Africa,1014,1591.0,71566.361341326,1591
Northern Europe,37,18.0,566.838027216,18
Northern Europe,44,75.0,4049.3251133999997,75
Northern Europe,93,61.0,1371.950987373,61
Northern Europe,116,70.0,2834.3701058399997,70
Northern Europe,134,30.0,675.0,30
Northern Europe,135,33.0,653.3999999999999,33
Northern Europe,172,32.0,864.0,32
Northern Europe,235,59.0,1857.9690892079998,59
Northern Europe,249,39.0,1929.447042822,39
Northern Europe,273,59.0,1486.268987787,59
Northern Europe,276,22.0,633.401995446,22
Northern Europe,278,45.0,1822.09506804,45
Northern Europe,282,81.0,2332.070983233,81
Northern Europe,502,4888.0,219960.0,4888
Northern Europe,564,63.0,1701.0,63
Northern Europe,567,64.0,1440.0,64
Northern Europe,572,53.0,1907.5230801359999,53
Northern Europe,627,2188.0,78748.31130825599,2188
Northern Europe,642,45.0,1215.0,45
Northern Europe,703,29.0,521.738993997,29
Northern Europe,771,36.0,1295.676054432,36
Northern Europe,775,25.0,224.7749948475,25
Northern Europe,778,60.0,1349.45998758,60
Northern Europe,792,30.0,404.72999379,30
Northern Europe,793,21.0,283.310995653,21
Northern Europe,797,22.0,356.201995446,22
Northern Europe,804,29.0,521.738993997,29
Northern Europe,810,23.0,413.792995239,23
Northern Europe,818,53.0,2289.1230801359998,53
Northern Europe,821,29.0,1356.9390438479998,29
Northern Europe,822,45.0,1943.59506804,45
Northern Europe,823,32.0,1497.3120483839998,32
Northern Europe,825,35.0,1007.6849927549999,35
Northern Europe,828,32.0,921.3119933759999,32
Northern Europe,835,39.0,1122.8489919269998,39
Northern Europe,885,28.0,629.747994204,28
Northern Europe,886,49.0,1102.058989857,49
Northern Europe,893,33.0,742.202993169,33
Northern Europe,897,25.0,562.274994825,25
Northern Europe,905,40.0,899.63999172,40
Northern Europe,906,66.0,1484.405986338,66
Northern Europe,917,49.0,969.7589898570001,49
Northern Europe,924,46.0,661.9859904780001,46
Northern Europe,926,63.0,906.632986959,63
Northern Europe,977,57.0,1538.486988201,57
Northern Europe,1004,1293.0,465456.7388007,1293
Northern Europe,1014,4353.0,195806.644197858,4353
Northern Europe,1346,73.0,2041.955994744,73
Northern Europe,1348,43.0,436.922998452,43
Oceania,93,68.0,1529.387985924,68
Oceania,134,56.0,1260.0,56
Oceania,135,74.0,1465.1999999999998,74
Oceania,172,57.0,1539.0,57
Oceania,273,70.0,1763.3699855099999,70
Oceania,276,122.0,3512.5019747459996,122
Oceania,278,83.0,3360.753125496,83
Oceania,282,49.0,1410.758989857,49
Oceania,564,75.0,2025.0,75
Oceania,567,50.0,1125.0,50
Oceania,642,73.0,1971.0,73
Oceania,703,57.0,1025.486988201,57
Oceania,775,57.0,512.4869882523,57
Oceania,778,59.0,1326.968987787,59
Oceania,792,84.0,1133.243982612,84
Oceania,793,66.0,890.405986338,66
Oceania,797,81.0,1311.470983233,81
Oceania,804,92.0,1655.171980956,92
Oceania,810,59.0,1061.468987787,59
Oceania,825,42.0,1209.2219913059998,42
Oceania,828,104.0,2994.2639784719995,104
Oceania,835,57.0,1641.086988201,57
Oceania,885,77.0,1731.806984061,77
Oceania,886,77.0,1731.806984061,77
Oceania,893,83.0,1866.752982819,83
Oceania,897,64.0,1439.423986752,64
Oceania,905,59.0,1326.968987787,59
Oceania,906,63.0,1416.9329869590001,63
Oceania,917,87.0,1721.8169819910001,87
Oceania,924,88.0,1266.407981784,88
Oceania,926,83.0,1194.452982819,83
Oceania,977,88.0,2375.207981784,88
Oceania,1004,1260.0,453577.332474,1260
Oceania,1014,4146.0,186495.370283556,4146
Oceania,1346,39.0,1090.907997192,39
Oceania,1348,67.0,680.786997588,67
Oceania,1361,189.0,1962.953993196,189
South America,44,38.0,2051.658057456,139
South America,93,84.0,1889.243982612,84
South America,134,87.0,1957.5,87
South America,135,118.0,2336.3999999999996,118
South America,273,121.0,3048.110974953,121
South America,365,8284.0,447261.45652540796,8546
South America,502,7981.0,359145.0,7981
South America,567,104.0,2340.0,104
South America,642,55.0,1485.0,133
South America,703,60.0,1079.45998758,60
South America,775,160.0,1438.5599670240001,160
South America,778,104.0,2339.063978472,104
South America,792,135.0,1821.284972055,135
South America,793,84.0,1133.243982612,84
South America,797,125.0,2023.8749741249999,125
South America,804,99.0,1781.108979507,99
South America,810,125.0,2248.874974125,125
South America,823,49.0,2292.7590740879996,132
South America,885,90.0,2024.18998137,90
South America,886,125.0,2811.374974125,125
South America,893,116.0,2608.955975988,116
South America,897,112.0,2518.991976816,112
South America,905,102.0,2294.081978886,102
South America,906,85.0,1911.734982405,85
South America,917,160.0,3166.55996688,160
South America,924,139.0,2000.348971227,139
South America,926,113.0,1626.182976609,113
South America,1004,2019.0,726803.6779881,2019
South America,1014,7072.0,318112.701072192,7072
South Asia,37,60.0,1889.4600907199997,60
South Asia,93,40.0,899.63999172,40
South Asia,116,53.0,2146.023080136,53
South Asia,134,56.0,1260.0,56
South Asia,135,70.0,1385.9999999999998,70
South Asia,172,49.0,1323.0,49
South Asia,235,50.0,1574.5500756,50
South Asia,249,52.0,2572.5960570959996,52
South Asia,273,37.0,932.066992341,37
South Asia,276,68.0,1957.7879859239997,68
South Asia,282,74.0,2130.5339846819998,74
South Asia,502,3218.0,144810.0,3218
South Asia,564,60.0,1620.0,60
South Asia,567,59.0,1327.5,59
South Asia,572,46.0,1655.5860695519998,46
South Asia,627,1839.0,66187.451780568,1839
South Asia,642,43.0,1161.0,43
South Asia,703,53.0,953.522989029,53
South Asia,771,59.0,2123.469089208,59
South Asia,775,53.0,476.5229890767,53
South Asia,778,95.0,2136.644980335,95
South Asia,792,36.0,485.675992548,36
South Asia,793,32.0,431.711993376,32
South Asia,797,52.0,841.9319892359999,52
South Asia,804,104.0,1871.0639784720001,104
South Asia,810,77.0,1385.306984061,77
South Asia,823,66.0,3088.206099792,66
South Asia,825,91.0,2619.980981163,91
South Asia,828,87.0,2504.816981991,87
South Asia,835,60.0,1727.45998758,60
South Asia,885,104.0,2339.063978472,104
South Asia,886,60.0,1349.45998758,60
South Asia,893,36.0,809.6759925480001,36
South Asia,897,68.0,1529.387985924,68
South Asia,905,35.0,787.184992755,35
South Asia,906,57.0,1281.986988201,57
South Asia,917,68.0,1345.7879859240002,68
South Asia,924,61.0,877.8509873730001,61
South Asia,926,36.0,518.075992548,36
South Asia,977,63.0,1700.4329869590001,63
South Asia,1004,934.0,336223.1972466,934
South Asia,1346,21.0,587.411998488,21
South Asia,1348,33.0,335.312998812,33
South Asia,1361,112.0,1163.2319959679999,112
South Asia,1362,272.0,9730.8,272
South of  USA ,37,45.0,1417.09506804,45
South of  USA ,93,18.0,404.83799627400003,18
South of  USA ,116,30.0,1214.7300453599998,30
South of  USA ,134,54.0,1215.0,54
South of  USA ,135,33.0,653.3999999999999,33
South of  USA ,172,29.0,783.0,29
South of  USA ,235,35.0,1102.1850529199999,35
South of  USA ,249,24.0,1187.352026352,29
South of  USA ,273,29.0,730.538993997,29
South of  USA ,276,22.0,633.401995446,22
South of  USA ,282,39.0,1122.8489919269998,39
South of  USA ,502,2154.0,96930.0,2154
South of  USA ,564,45.0,1215.0,45
South of  USA ,567,25.0,562.5,25
South of  USA ,627,1004.0,36134.965518048,1004
South of  USA ,642,40.0,1080.0,40
South of  USA ,703,23.0,413.792995239,23
South of  USA ,771,49.0,1763.5590740879998,52
South of  USA ,775,16.0,143.8559967024,16
South of  USA ,778,42.0,944.621991306,42
South of  USA ,792,28.0,377.747994204,28
South of  USA ,793,36.0,485.675992548,36
South of  USA ,797,42.0,680.021991306,42
South of  USA ,804,14.0,251.873997102,14
South of  USA ,810,28.0,503.747994204,28
South of  USA ,823,3.0,140.373004536,32
South of  USA ,825,36.0,1036.4759925479998,36
South of  USA ,828,49.0,1410.758989857,49
South of  USA ,835,49.0,1410.758989857,49
South of  USA ,885,25.0,562.274994825,25
South of  USA ,886,16.0,359.855996688,16
South of  USA ,893,35.0,787.184992755,35
South of  USA ,897,43.0,967.112991099,43
South of  USA ,905,45.0,1012.094990685,45
South of  USA ,906,22.0,494.801995446,22
South of  USA ,917,12.0,237.49199751600003,12
South of  USA ,924,15.0,215.86499689500002,15
South of  USA ,926,57.0,820.286988201,57
South of  USA ,977,47.0,1268.576990271,47
South of  USA ,1004,540.0,194390.285346,540
Southeast Asia,37,43.0,1354.1130650159998,43
Southeast Asia,93,43.0,967.112991099,43
Southeast Asia,134,77.0,1732.5,77
Southeast Asia,135,63.0,1247.3999999999999,63
Southeast Asia,172,63.0,1701.0,63
Southeast Asia,567,81.0,1822.5,81
Southeast Asia,627,1449.0,52150.961190887996,1922
Southeast Asia,703,68.0,1223.387985924,68
Southeast Asia,775,42.0,377.6219913438,42
Southeast Asia,778,47.0,1057.076990271,47
Southeast Asia,792,83.0,1119.752982819,83
Southeast Asia,793,60.0,809.45998758,60
Southeast Asia,797,40.0,647.63999172,40
Southeast Asia,804,56.0,1007.495988408,56
Southeast Asia,810,54.0,971.513988822,54
Southeast Asia,828,80.0,2303.27998344,80
Southeast Asia,885,43.0,967.112991099,43
Southeast Asia,886,83.0,1866.752982819,83
Southeast Asia,893,66.0,1484.405986338,66
Southeast Asia,897,74.0,1664.333984682,74
Southeast Asia,905,83.0,1866.752982819,83
Southeast Asia,906,81.0,1821.770983233,81
Southeast Asia,917,64.0,1266.623986752,64
Southeast Asia,924,47.0,676.3769902710001,47
Southeast Asia,926,84.0,1208.843982612,84
Southeast Asia,977,52.0,1403.531989236,52
Southeast Asia,1004,933.0,335863.21523669997,1169
Southeast Asia,1348,43.0,436.922998452,43
Southeast Asia,1361,280.0,2908.07998992,280
Southeast Asia,1362,169.0,6045.974999999999,353
Southern Africa,37,21.0,661.311031752,21
Southern Africa,93,2.0,44.981999586,2
Southern Africa,116,9.0,364.419013608,9
Southern Africa,134,8.0,180.0,8
Southern Africa,172,12.0,324.0,12
Southern Africa,235,4.0,125.96400604799999,4
Southern Africa,249,16.0,791.568017568,16
Southern Africa,273,7.0,176.336998551,7
Southern Africa,276,7.0,201.53699855099998,7
Southern Africa,502,589.0,26505.0,589
Southern Africa,564,5.0,135.0,5
Southern Africa,567,21.0,472.5,21
Southern Africa,572,9.0,323.919013608,9
Southern Africa,627,280.0,10077.480423359999,280
Southern Africa,642,11.0,297.0,11
Southern Africa,703,9.0,161.91899813700002,9
Southern Africa,771,12.0,431.89201814399996,12
Southern Africa,778,15.0,337.364996895,15
Southern Africa,792,16.0,215.855996688,16
Southern Africa,793,11.0,148.400997723,11
Southern Africa,810,14.0,251.873997102,14
Southern Africa,818,2.0,86.382003024,22
Southern Africa,823,14.0,655.074021168,14
Southern Africa,825,5.0,143.954998965,5
Southern Africa,828,14.0,403.07399710199996,14
Southern Africa,835,21.0,604.6109956529999,21
Southern Africa,885,8.0,179.927998344,8
Southern Africa,886,12.0,269.891997516,12
Southern Africa,893,15.0,337.364996895,15
Southern Africa,897,14.0,314.873997102,14
Southern Africa,905,14.0,314.873997102,14
Southern Africa,906,18.0,404.83799627400003,18
Southern Africa,917,16.0,316.655996688,16
Southern Africa,924,7.0,100.736998551,7
Southern Africa,926,21.0,302.210995653,21
Southern Africa,977,7.0,188.936998551,7
Southern Africa,1004,175.0,62996.8517325,175
Southern Europe,37,26.0,818.766039312,26
Southern Europe,44,40.0,2159.64006048,40
Southern Europe,93,53.0,1192.022989029,53
Southern Europe,134,39.0,877.5,39
Southern Europe,135,53.0,1049.3999999999999,53
Southern Europe,172,46.0,1242.0,46
Southern Europe,235,25.0,787.2750378,25
Southern Europe,273,54.0,1360.313988822,54
Southern Europe,276,25.0,719.7749948249999,25
Southern Europe,278,46.0,1862.5860695519998,46
Southern Europe,282,42.0,1209.2219913059998,42
Southern Europe,564,26.0,702.0,26
Southern Europe,567,35.0,787.5,35
Southern Europe,642,36.0,972.0,36
Southern Europe,703,47.0,845.576990271,47
Southern Europe,775,21.0,188.8109956719,21
Southern Europe,778,45.0,1012.094990685,45
Southern Europe,792,57.0,768.986988201,57
Southern Europe,793,59.0,795.9689877870001,59
Southern Europe,797,63.0,1020.032986959,63
Southern Europe,804,57.0,1025.486988201,57
Southern Europe,810,63.0,1133.4329869590001,63
Southern Europe,825,52.0,1497.1319892359998,52
Southern Europe,828,37.0,1065.2669923409999,37
Southern Europe,835,71.0,2044.1609853029997,71
Southern Europe,885,54.0,1214.513988822,54
Southern Europe,886,102.0,2294.081978886,102
Southern Europe,893,26.0,584.765994618,26
Southern Europe,897,36.0,809.6759925480001,36
Southern Europe,905,46.0,1034.585990478,46
Southern Europe,906,52.0,1169.531989236,52
Southern Europe,917,30.0,593.72999379,30
Southern Europe,924,32.0,460.511993376,32
Southern Europe,926,40.0,575.63999172,40
Southern Europe,977,64.0,1727.423986752,64
Southern Europe,1004,1281.0,461136.9546819,1281
Southern Europe,1014,4190.0,188474.57826534,4190
Southern Europe,1346,61.0,1706.291995608,61
Southern Europe,1348,47.0,477.566998308,47
US Center ,93,59.0,1326.968987787,59
US Center ,134,53.0,1192.5,53
US Center ,135,57.0,1128.6,57
US Center ,273,28.0,705.347994204,28
US Center ,276,45.0,1295.5949906849999,45
US Center ,278,41.0,1660.1310619919998,42
US Center ,282,71.0,2044.1609853029997,71
US Center ,567,39.0,877.5,39
US Center ,703,50.0,899.54998965,50
US Center ,775,64.0,575.4239868096,64
US Center ,778,30.0,674.72999379,30
US Center ,792,77.0,1038.806984061,77
US Center ,793,63.0,849.932986959,63
US Center ,797,61.0,987.650987373,61
US Center ,804,49.0,881.558989857,49
US Center ,810,49.0,881.558989857,49
