warehouse_id,product_id,stocked,flow_capacity
NXH382,1014,1,2328.0
NXH382,1073,1,7536.0
NXH382,1347,1,5340.0
NXH382,1350,1,3456.0
NXH382,1351,1,4380.0
NXH382,1353,1,5004.0
NXH382,1354,1,2160.0
NXH382,1356,1,756.0
NXH382,1358,1,6000.0
NXH382,1362,1,2736.0
NXH382,1363,1,1440.0
FLR025,24,1,7368.0
FLR025,37,1,6792.0
FLR025,44,1,1212.0
FLR025,60,1,2064.0
FLR025,78,1,3672.0
FLR025,93,1,4620.0
FLR025,134,1,3060.0
FLR025,135,1,7332.0
FLR025,191,1,2088.0
FLR025,216,1,2448.0
FLR025,226,1,5052.0
FLR025,235,1,5400.0
FLR025,249,1,1836.0
FLR025,273,1,3036.0
FLR025,276,1,3228.0
FLR025,278,1,1884.0
FLR025,295,1,2280.0
FLR025,305,1,3948.0
FLR025,306,1,2376.0
FLR025,311,1,3228.0
FLR025,359,1,3300.0
FLR025,365,1,3144.0
FLR025,403,1,3540.0
FLR025,502,1,2820.0
FLR025,564,1,3192.0
FLR025,565,1,4992.0
FLR025,572,1,6216.0
FLR025,607,1,4860.0
FLR025,625,1,3132.0
FLR025,642,1,1416.0
FLR025,646,1,3744.0
FLR025,647,1,3180.0
FLR025,666,1,3924.0
FLR025,671,1,1560.0
FLR025,677,1,7164.0
FLR025,691,1,2040.0
FLR025,703,1,4596.0
FLR025,705,1,3156.0
FLR025,724,1,1464.0
FLR025,730,1,5592.0
FLR025,743,1,5928.0
FLR025,771,1,2532.0
FLR025,777,1,1248.0
FLR025,778,1,4860.0
FLR025,786,1,1368.0
FLR025,792,1,10884.0
FLR025,793,1,2508.0
FLR025,797,1,7476.0
FLR025,804,1,1344.0
FLR025,810,1,4356.0
FLR025,818,1,3600.0
FLR025,821,1,3264.0
FLR025,822,1,3276.0
FLR025,823,1,1128.0
FLR025,825,1,6552.0
FLR025,828,1,3804.0
FLR025,835,1,6600.0
FLR025,886,1,1392.0
FLR025,893,1,5196.0
FLR025,897,1,3012.0
FLR025,905,1,8508.0
FLR025,906,1,7584.0
FLR025,917,1,5232.0
FLR025,924,1,2652.0
FLR025,926,1,2880.0
FLR025,977,1,1944.0
FLR025,981,1,2616.0
FLR025,1004,1,3036.0
FLR025,1014,1,7464.0
FLR025,1073,1,8124.0
FLR025,1348,1,1452.0
FLR025,1351,1,3720.0
FLR025,1353,1,6276.0
FLR025,1354,1,2040.0
FLR025,1355,1,6552.0
FLR025,1357,1,2928.0
FLR025,1358,1,2928.0
FLR025,1359,1,3816.0
FLR025,1360,1,2664.0
FLR025,1362,1,3996.0
FLR025,1363,1,420.0
