delivery_region,product_id,category_name,total_demand_units,num_orders,total_sales_value,avg_ship_days,late_delivery_rate,avg_order_size,revenue_per_order,total_demand_units_original,demand_std_dev
Canada,906,Accessories,8,2,149.93999667,2.0,0.0,3.0,74.969998335,6,2.0
Canada,917,Trade-In,12,3,197.90999984,3.333333333333333,0.3333333333333333,3.0,65.96999994666668,9,3.0
Canada,924,Trade-In,5,2,63.96000099,5.0,1.0,2.0,31.980000495,4,1.25
Canada,926,Trade-In,9,3,111.92999839,2.6666666666666665,1.0,2.333333333333333,37.30999946333333,7,2.25
Canada,957,Camping & Hiking,113,81,24298.380891,3.419753086419753,0.5308641975308642,1.0,299.980011,81,28.25
Canada,977,Hunting & Shooting,5,2,119.95999908,3.5,0.5,2.0,59.97999954,4,1.25
Canada,1004,Fishing,97,69,27598.620759,3.463768115942029,0.4927536231884058,1.0,399.980011,69,24.25
Canada,1014,Indoor/Outdoor Games,469,109,16693.31988074,3.192660550458716,0.4954128440366973,3.0642201834862384,153.14972367651376,334,117.25
Canada,1073,Water Sports,129,92,18399.080506,3.4565217391304346,0.5543478260869565,1.0,199.9900055,92,32.25
Caribbean,19,Soccer,8,6,749.9399874000001,3.6666666666666665,0.3333333333333333,1.0,124.9899979,6,2.0
Caribbean,24,Soccer,14,4,799.89997872,3.5,0.25,2.5,199.97499468,10,3.5
Caribbean,35,Baseball & Softball,2,2,319.980011,3.0,0.5,1.0,159.9900055,2,0.5
Caribbean,37,Baseball & Softball,53,12,1329.6200216,3.9166666666666665,0.5833333333333334,3.1666666666666665,110.80166846666668,38,13.25
Caribbean,44,Baseball & Softball,84,19,3599.40010076,3.631578947368421,0.5263157894736842,3.1578947368421053,189.4421105663158,60,21.0
Caribbean,93,Lacrosse,45,12,799.6799925600001,4.583333333333333,0.6666666666666666,2.6666666666666665,66.63999938,32,11.25
Caribbean,116,Tennis & Racquet,75,16,2429.4600292600003,3.5,0.625,3.375,151.84125182875002,54,18.75
Caribbean,134,Hockey,37,11,675.0,4.181818181818182,0.6363636363636364,2.4545454545454546,61.36363636363637,27,9.25
Caribbean,135,Hockey,80,18,1254.0,3.6666666666666665,0.2777777777777778,3.1666666666666665,69.66666666666667,57,20.0
Caribbean,172,Cardio Equipment,68,17,1470.0,4.176470588235294,0.5882352941176471,2.8823529411764706,86.47058823529412,49,17.0
Caribbean,191,Cardio Equipment,2584,618,183681.62965186,3.5501618122977345,0.5598705501618123,2.972491909385113,297.2194654560841,1837,646.0
Caribbean,216,Strength Training,4,3,567.0,3.6666666666666665,0.6666666666666666,1.0,189.0,3,1.0
Caribbean,235,Fitness Accessories,64,17,1609.54003886,3.882352941176471,0.6470588235294118,2.7058823529411766,94.67882581529412,46,16.0
Caribbean,249,Boxing & MMA,54,12,2143.83004766,3.5,0.5,3.25,178.65250397166665,39,13.5
Caribbean,251,Boxing & MMA,28,5,1799.8000183,2.6,0.2,4.0,359.96000366,20,7.0
Caribbean,258,Boxing & MMA,14,2,949.9000244,2.0,0.5,5.0,474.9500122,10,3.5
Caribbean,273,Electronics,43,11,867.6899948600001,4.2727272727272725,0.6363636363636364,2.8181818181818183,78.88090862363637,31,10.75
Caribbean,276,Electronics,91,20,2079.34998312,3.7,0.3,3.25,103.967499156,65,22.75
Caribbean,278,Electronics,39,11,1259.72002782,3.272727272727273,0.4545454545454545,2.5454545454545454,114.52000252909092,28,9.75
Caribbean,282,Electronics,40,11,927.70999335,4.0,0.8181818181818182,2.636363636363636,84.33727212272727,29,10.0
Caribbean,295,Kids' Golf Clubs,8,3,599.69999695,4.333333333333333,0.6666666666666666,2.0,199.89999898333332,6,2.0
Caribbean,305,Kids' Golf Clubs,4,3,597.0,5.333333333333333,0.6666666666666666,1.0,199.0,3,1.0
Caribbean,306,Kids' Golf Clubs,12,3,809.90998086,4.0,0.6666666666666666,3.0,269.96999362,9,3.0
Caribbean,311,Kids' Golf Clubs,2,2,219.8999938,1.5,0.0,1.0,109.9499969,2,0.5
Caribbean,359,As Seen on  TV!,1,1,99.98999786,3.0,0.0,1.0,99.98999786,1,0.25
Caribbean,365,Cleats,5126,1199,218543.57612336,3.4912427022518764,0.5170975813177648,3.0383653044203505,182.2715397192327,3643,1281.5
Caribbean,403,Men's Footwear,1485,1056,137269.445808,3.4696969696969697,0.5179924242424242,1.0,129.9900055,1056,371.25
Caribbean,502,Women's Apparel,4072,986,144700.0,3.4614604462474645,0.5324543610547667,2.9350912778904665,146.75456389452333,2894,1018.0
Caribbean,564,Girls' Apparel,47,10,1020.0,2.9,0.4,3.4,102.0,34,11.75
Caribbean,565,Girls' Apparel,83,20,4130.0,3.4,0.55,2.95,206.5,59,20.75
Caribbean,567,Girls' Apparel,59,14,1050.0,3.571428571428572,0.5,3.0,75.0,42,14.75
Caribbean,572,Girls' Apparel,57,18,1639.5900573,3.5,0.5555555555555556,2.2777777777777777,91.08833651666666,41,14.25
Caribbean,607,Trade-In,8,6,1499.940033,4.333333333333333,0.6666666666666666,1.0,249.9900055,6,2.0
Caribbean,625,Shop By Sport,4,3,599.9700164999999,4.0,0.3333333333333333,1.0,199.9900055,3,1.0
Caribbean,627,Shop By Sport,2192,521,62304.4210774,3.610364683301344,0.5527831094049904,2.9904030710172744,119.58622087792706,1558,548.0
Caribbean,642,Shop By Sport,71,15,1530.0,3.2666666666666666,0.4666666666666667,3.4,102.0,51,17.75
Caribbean,646,Men's Golf Clubs,8,2,599.9399872,4.0,0.5,3.0,299.9699936,6,2.0
Caribbean,647,Men's Golf Clubs,5,4,539.960022,5.0,0.75,1.0,134.9900055,4,1.25
Caribbean,652,Men's Golf Clubs,4,3,389.9700165,3.0,0.3333333333333333,1.0,129.9900055,3,1.0
Caribbean,666,Men's Golf Clubs,5,4,439.9599916,3.25,0.75,1.0,109.9899979,4,1.25
Caribbean,671,Women's Golf Clubs,7,5,1049.9500275,3.4,0.2,1.0,209.9900055,5,1.75
Caribbean,677,Women's Golf Clubs,18,5,1299.87000266,3.4,0.4,2.6,259.974000532,13,4.5
Caribbean,691,Women's Golf Clubs,5,2,319.95999906000003,4.5,0.5,2.0,159.97999953,4,1.25
Caribbean,703,Golf Apparel,80,20,1139.42998883,3.75,0.6,2.85,56.9714994415,57,20.0
Caribbean,705,Golf Apparel,4,3,359.96999370000003,2.0,0.0,1.0,119.9899979,3,1.0
Caribbean,715,Golf Apparel,2,2,259.980011,2.0,0.0,1.0,129.9900055,2,0.5
Caribbean,724,Golf Shoes,2,1,200.0,2.0,1.0,2.0,200.0,2,0.5
Caribbean,725,Golf Shoes,2,2,216.0,3.5,0.5,1.0,108.0,2,0.5
Caribbean,728,Golf Shoes,64,17,2990.0,3.235294117647059,0.4705882352941176,2.7058823529411766,175.88235294117646,46,16.0
Caribbean,730,Golf Shoes,12,3,720.0,3.0,0.3333333333333333,3.0,240.0,9,3.0
Caribbean,743,Golf Bags & Carts,1,1,169.9900055,2.0,1.0,1.0,169.9900055,1,0.25
Caribbean,771,Golf Gloves,54,11,1559.61003856,2.636363636363636,0.4545454545454545,3.5454545454545454,141.7827307781818,39,13.5
Caribbean,773,Golf Gloves,2,2,499.980011,4.5,0.5,1.0,249.9900055,2,0.5
Caribbean,775,Golf Gloves,78,17,559.439992853,3.941176470588236,0.5294117647058824,3.294117647058824,32.90823487370589,56,19.5
Caribbean,777,Golf Gloves,23,7,1359.82997132,2.857142857142857,0.4285714285714285,2.4285714285714284,194.2614244742857,17,5.75
Caribbean,778,Golf Gloves,88,19,1574.36998149,3.3684210526315788,0.631578947368421,3.3157894736842106,82.8615779731579,63,22.0
Caribbean,786,Golf Gloves,2,2,359.980011,3.5,0.0,1.0,179.9900055,2,0.5
Caribbean,792,Golf Balls,36,11,389.73999022,3.363636363636364,0.4545454545454545,2.363636363636364,35.43090820181818,26,9.0
Caribbean,793,Golf Balls,73,16,779.47998236,4.3125,0.625,3.25,48.7174988975,52,18.25
Caribbean,797,Golf Balls,46,11,593.66998672,4.090909090909091,0.5454545454545454,3.0,53.96999879272728,33,11.5
Caribbean,804,Golf Balls,94,22,1339.32998272,3.363636363636364,0.5454545454545454,3.0454545454545454,60.87863557818182,67,23.5
Caribbean,810,Golf Balls,39,10,559.7199993,3.0,0.6,2.8,55.97199993,28,9.75
Caribbean,818,Electronics,74,17,2543.4700391,3.0,0.3529411764705882,3.117647058823529,149.6158846529412,53,18.5
Caribbean,821,Electronics,61,12,2287.56007758,3.4166666666666665,0.5833333333333334,3.6666666666666665,190.630006465,44,15.25
Caribbean,822,Electronics,39,10,1343.72003928,3.0,0.8,2.8,134.372003928,28,9.75
Caribbean,823,Electronics,61,16,2287.5600777,2.75,0.4375,2.75,142.97250485625,44,15.25
Caribbean,825,Electronics,47,11,1087.65999224,3.727272727272727,0.5454545454545454,3.090909090909091,98.87818111272728,34,11.75
Caribbean,828,Electronics,68,15,1567.50999251,3.533333333333333,0.4666666666666667,3.2666666666666666,104.50066616733334,49,17.0
Caribbean,835,Electronics,42,15,959.70000267,3.533333333333333,0.2666666666666666,2.0,63.980000178,30,10.5
Caribbean,858,Kids' Golf Clubs,7,5,999.9500275,2.4,0.4,1.0,199.9900055,5,1.75
Caribbean,885,Accessories,28,7,499.7999915,3.142857142857143,0.7142857142857143,2.857142857142857,71.39999878571429,20,7.0
Caribbean,886,Accessories,54,13,974.60998709,4.076923076923077,0.6153846153846154,3.0,74.96999900692308,39,13.5
Caribbean,893,Accessories,35,10,624.74999998,3.1,0.6,2.5,62.474999998,25,8.75
Caribbean,897,Accessories,57,13,1024.58999236,3.3076923076923075,0.7692307692307693,3.1538461538461537,78.81461479692308,41,14.25
Caribbean,905,Accessories,53,13,949.61999309,3.230769230769231,0.4615384615384615,2.923076923076923,73.04769177615384,38,13.25
Caribbean,906,Accessories,80,19,1424.42998864,3.3157894736842106,0.631578947368421,3.0,74.96999940210526,57,20.0
Caribbean,917,Trade-In,80,15,1253.4299771,3.6666666666666665,0.5333333333333333,3.8,83.56199847333333,57,20.0
Caribbean,924,Trade-In,59,14,671.57999799,4.214285714285714,0.7142857142857143,3.0,47.96999985642857,42,14.75
Caribbean,926,Trade-In,60,13,687.56998823,3.1538461538461537,0.6153846153846154,3.3076923076923075,52.88999909461539,43,15.0
Caribbean,957,Camping & Hiking,930,661,198286.787271,3.470499243570348,0.5446293494704992,1.0,299.980011,661,232.5
Caribbean,977,Hunting & Shooting,81,16,1739.41998668,3.1875,0.4375,3.625,108.7137491675,58,20.25
Caribbean,981,Hunting & Shooting,14,4,990.0,3.25,0.5,2.5,247.5,10,3.5
Caribbean,982,Hunting & Shooting,2,2,299.980011,4.0,0.5,1.0,149.9900055,2,0.5
Caribbean,1004,Fishing,1163,827,330783.469097,3.52720677146312,0.5066505441354293,1.0,399.98001099999993,827,290.75
Caribbean,1014,Indoor/Outdoor Games,4018,957,142742.87865600002,3.5402298850574714,0.5339602925809822,2.984326018808777,149.156613015674,2856,1004.5
Caribbean,1073,Water Sports,1046,744,148792.564092,3.485215053763441,0.5443548387096774,1.0,199.9900055,744,261.5
Central Africa,37,Baseball & Softball,21,5,524.84999836,2.4,0.8,3.0,104.969999672,15,5.25
Central Africa,44,Baseball & Softball,18,4,779.87002178,3.5,0.5,3.25,194.967505445,13,4.5
Central Africa,93,Lacrosse,7,1,124.9499969,5.0,1.0,5.0,124.9499969,5,1.75
Central Africa,116,Tennis & Racquet,15,4,494.89001078,3.5,0.0,2.75,123.722502695,11,3.75
Central Africa,134,Hockey,16,4,300.0,2.75,0.0,3.0,75.0,12,4.0
Central Africa,135,Hockey,25,6,396.0,4.0,0.6666666666666666,3.0,66.0,18,6.25
Central Africa,172,Cardio Equipment,14,4,300.0,3.25,0.75,2.5,75.0,10,3.5
Central Africa,191,Cardio Equipment,482,111,34296.57002244,3.4864864864864864,0.5675675675675675,3.09009009009009,308.9781083102703,343,120.5
Central Africa,235,Fitness Accessories,7,2,174.95000456,3.5,0.5,2.5,87.47500228,5,1.75
Central Africa,249,Boxing & MMA,21,6,824.55001822,3.8333333333333335,0.8333333333333334,2.5,137.42500303666665,15,5.25
Central Africa,273,Electronics,28,5,559.79998957,3.2,0.6,4.0,111.959997914,20,7.0
Central Africa,276,Electronics,9,2,223.93000032,5.0,1.0,3.5,111.96500016,7,2.25
Central Africa,278,Electronics,5,1,179.9600067,4.0,0.0,4.0,179.9600067,4,1.25
Central Africa,282,Electronics,8,2,191.93999864,5.5,1.0,3.0,95.96999932,6,2.0
Central Africa,365,Cleats,968,241,41273.12118632,3.406639004149377,0.5684647302904564,2.854771784232365,171.25776425858922,688,242.0
Central Africa,403,Men's Footwear,294,209,27167.9111495,3.636363636363636,0.569377990430622,1.0,129.9900055,209,73.5
Central Africa,502,Women's Apparel,918,214,32650.0,3.560747663551402,0.5747663551401869,3.0514018691588785,152.57009345794393,653,229.5
Central Africa,564,Girls' Apparel,5,1,120.0,5.0,1.0,4.0,120.0,4,1.25
Central Africa,565,Girls' Apparel,21,6,1050.0,4.0,0.5,2.5,175.0,15,5.25
Central Africa,567,Girls' Apparel,36,7,650.0,4.0,0.5714285714285714,3.7142857142857135,92.85714285714286,26,9.0
Central Africa,572,Girls' Apparel,22,4,639.8399962,4.25,0.5,4.0,159.95999905,16,5.5
Central Africa,627,Shop By Sport,485,111,13796.55018422,3.5495495495495497,0.6486486486486487,3.108108108108108,124.29324490288288,345,121.25
Central Africa,642,Shop By Sport,25,5,540.0,3.0,0.8,3.6,108.0,18,6.25
Central Africa,703,Golf Apparel,8,2,119.93999862,5.0,0.5,3.0,59.969999310000006,6,2.0
Central Africa,728,Golf Shoes,29,7,1365.0,3.4285714285714284,0.4285714285714285,3.0,195.0,21,7.25
Central Africa,771,Golf Gloves,2,1,79.98000336,5.0,1.0,2.0,79.98000336,2,0.5
Central Africa,775,Golf Gloves,2,1,19.97999954,5.0,1.0,2.0,19.97999954,2,0.5
Central Africa,778,Golf Gloves,18,5,324.86999701,3.6,0.4,2.6,64.973999402,13,4.5
Central Africa,792,Golf Balls,18,3,194.86999512,2.6666666666666665,0.3333333333333333,4.333333333333333,64.95666504,13,4.5
Central Africa,793,Golf Balls,1,1,14.98999977,6.0,1.0,1.0,14.98999977,1,0.25
Central Africa,797,Golf Balls,7,3,89.95000076,5.0,1.0,1.6666666666666667,29.983333586666664,5,1.75
Central Africa,804,Golf Balls,16,5,239.88000106,4.4,0.4,2.4,47.976000212,12,4.0
Central Africa,810,Golf Balls,16,4,239.87999915,3.5,0.5,3.0,59.9699997875,12,4.0
Central Africa,818,Electronics,14,3,479.90001676,4.666666666666667,0.3333333333333333,3.333333333333333,159.96667225333334,10,3.5
Central Africa,821,Electronics,5,2,207.96000288,4.0,1.0,2.0,103.98000144,4,1.25
Central Africa,822,Electronics,19,4,671.86000816,3.75,0.75,3.5,167.96500204,14,4.75
Central Africa,823,Electronics,11,3,415.9200135,3.333333333333333,0.6666666666666666,2.6666666666666665,138.6400045,8,2.75
Central Africa,825,Electronics,5,3,127.95999908,4.333333333333333,1.0,1.3333333333333333,42.653333026666665,4,1.25
Central Africa,828,Electronics,8,2,191.93999667,6.0,1.0,3.0,95.969998335,6,2.0
Central Africa,835,Electronics,28,6,639.79999146,4.333333333333333,0.6666666666666666,3.333333333333333,106.63333191,20,7.0
Central Africa,885,Accessories,15,3,274.88999938,1.3333333333333333,0.3333333333333333,3.6666666666666665,91.62999979333334,11,3.75
Central Africa,886,Accessories,19,4,349.85999674,2.25,0.25,3.5,87.464999185,14,4.75
Central Africa,893,Accessories,7,1,124.9499969,2.0,0.0,5.0,124.9499969,5,1.75
Central Africa,897,Accessories,4,3,74.96999931,3.333333333333333,0.6666666666666666,1.0,24.98999977,3,1.0
Central Africa,905,Accessories,29,6,524.78999704,4.5,0.5,3.5,87.46499950666667,21,7.25
Central Africa,906,Accessories,19,4,349.85999674,3.25,0.5,3.5,87.464999185,14,4.75
Central Africa,917,Trade-In,4,1,65.97000122,6.0,1.0,3.0,65.97000122,3,1.0
Central Africa,924,Trade-In,9,5,111.92999839,4.2,0.8,1.4,22.385999678,7,2.25
Central Africa,926,Trade-In,7,1,79.94999695,3.0,1.0,5.0,79.94999695,5,1.75
Central Africa,957,Camping & Hiking,178,127,38097.461397,3.716535433070866,0.5590551181102362,1.0,299.980011,127,44.5
Central Africa,977,Hunting & Shooting,18,5,389.86999896,2.6,0.0,2.6,77.973999792,13,4.5
Central Africa,1004,Fishing,236,168,67196.641848,3.4761904761904763,0.5714285714285714,1.0,399.980011,168,59.0
Central Africa,1014,Indoor/Outdoor Games,775,192,27538.97975112,3.53125,0.5729166666666666,2.8697916666666665,143.43218620375,551,193.75
Central Africa,1073,Water Sports,206,147,29398.5308085,3.5850340136054424,0.6190476190476191,1.0,199.9900055,147,51.5
Central America,19,Soccer,19,14,1749.8599706,3.7857142857142856,0.5714285714285714,1.0,124.9899979,14,4.75
Central America,24,Soccer,95,22,5439.32002244,3.0,0.3636363636363636,3.090909090909091,247.24181920181817,68,23.75
Central America,35,Baseball & Softball,22,16,2559.840088,3.5,0.5,1.0,159.9900055,16,5.5
Central America,37,Baseball & Softball,184,47,4583.69012398,3.404255319148936,0.6170212765957447,2.7872340425531914,97.5253217868085,131,46.0
Central America,44,Baseball & Softball,201,46,8578.5702591,3.391304347826087,0.6086956521739131,3.108695652173913,186.49065780652177,143,50.25
Central America,78,Lacrosse,85,22,6099.38999926,3.636363636363636,0.5909090909090909,2.772727272727273,277.24499996636365,61,21.25
Central America,93,Lacrosse,258,61,4598.15994558,3.442622950819672,0.5737704918032787,3.0163934426229506,75.37967123901639,184,64.5
Central America,116,Tennis & Racquet,188,45,6028.6600907,3.933333333333333,0.6222222222222222,2.977777777777778,133.97022423777778,134,47.0
Central America,134,Hockey,184,45,3275.0,3.0,0.4888888888888889,2.911111111111111,72.77777777777777,131,46.0
Central America,135,Hockey,171,43,2684.0,3.2093023255813957,0.4883720930232558,2.8372093023255816,62.41860465116279,122,42.75
Central America,172,Cardio Equipment,191,51,4080.0,3.7058823529411766,0.5490196078431373,2.6666666666666665,80.0,136,47.75
Central America,191,Cardio Equipment,8496,1989,603739.61954084,3.5565610859728505,0.5540472599296129,3.0356963298139767,303.5392757872499,6038,2124.0
Central America,216,Strength Training,12,9,1701.0,4.222222222222222,0.6666666666666666,1.0,189.0,9,3.0
Central America,235,Fitness Accessories,170,42,4233.79008424,3.261904761904762,0.5,2.880952380952381,100.80452581523812,121,42.5
Central America,249,Boxing & MMA,188,46,7365.98016366,3.347826086956522,0.5869565217391305,2.9130434782608696,160.1300035578261,134,47.0
Central America,251,Boxing & MMA,63,11,4049.5500336,3.272727272727273,0.3636363636363636,4.090909090909091,368.14091214545454,45,15.75
Central America,258,Boxing & MMA,37,10,2564.73001082,4.8,0.7,2.7,256.473001082,27,9.25
Central America,273,Electronics,173,40,3442.76997342,3.375,0.625,3.075,86.0692493355,123,43.25
Central America,276,Electronics,164,41,3742.82997683,3.7804878048780486,0.6585365853658537,2.8536585365853657,91.2885360202439,117,41.0
Central America,278,Electronics,220,53,7063.43012162,3.018867924528302,0.5849056603773585,2.962264150943396,133.2722664456604,157,55.0
Central America,282,Electronics,170,41,3870.7899702,3.341463414634146,0.5365853658536586,2.951219512195122,94.40951146829268,121,42.5
Central America,295,Kids' Golf Clubs,39,9,2798.59996035,3.111111111111111,0.5555555555555556,3.111111111111111,310.95555115,28,9.75
Central America,305,Kids' Golf Clubs,19,14,2786.0,3.571428571428572,0.7142857142857143,1.0,199.0,14,4.75
Central America,306,Kids' Golf Clubs,85,16,5489.39003756,3.0625,0.375,3.8125,343.0868773475,61,21.25
Central America,311,Kids' Golf Clubs,15,11,1209.4499659,3.636363636363636,0.5454545454545454,1.0,109.9499969,11,3.75
Central America,359,As Seen on  TV!,74,15,5299.47001652,3.6666666666666665,0.6,3.533333333333333,353.29800110133334,53,18.5
Central America,365,Cleats,17115,4035,729718.38019662,3.5063197026022306,0.5472118959107807,3.014622057001239,180.8471822048625,12164,4278.75
Central America,403,Men's Footwear,5093,3620,470563.81991,3.5060773480662983,0.5370165745856353,1.0,129.9900055,3620,1273.25
Central America,502,Women's Apparel,14552,3404,517100.0,3.4991186839012927,0.5425969447708578,3.038190364277321,151.90951821386605,10342,3638.0
Central America,564,Girls' Apparel,173,42,3690.0,3.619047619047619,0.5952380952380952,2.9285714285714284,87.85714285714286,123,43.25
Central America,565,Girls' Apparel,218,52,10850.0,3.423076923076923,0.5192307692307693,2.980769230769231,208.65384615384616,155,54.5
Central America,567,Girls' Apparel,209,46,3725.0,3.782608695652174,0.7608695652173914,3.239130434782609,80.97826086956522,149,52.25
Central America,572,Girls' Apparel,209,47,5958.51005846,3.787234042553192,0.6808510638297872,3.1702127659574466,126.77680975446808,149,52.25
Central America,607,Trade-In,23,17,4249.8300935,3.5294117647058822,0.5294117647058824,1.0,249.9900055,17,5.75
Central America,625,Shop By Sport,21,15,2999.8500825,3.533333333333333,0.6,1.0,199.9900055,15,5.25
Central America,627,Shop By Sport,7636,1796,217025.7334615,3.489977728285078,0.5378619153674833,3.021714922048998,120.83838166007796,5427,1909.0
Central America,642,Shop By Sport,170,38,3630.0,3.5789473684210527,0.5526315789473685,3.1842105263157894,95.52631578947368,121,42.5
Central America,646,Men's Golf Clubs,67,18,4799.51998884,3.888888888888889,0.5555555555555556,2.6666666666666665,266.63999938,48,16.75
Central America,647,Men's Golf Clubs,22,16,2159.840088,2.75,0.5625,1.0,134.9900055,16,5.5
Central America,652,Men's Golf Clubs,21,15,1949.8500825,3.333333333333333,0.3333333333333333,1.0,129.9900055,15,5.25
Central America,666,Men's Golf Clubs,22,16,1759.8399664,3.0,0.5,1.0,109.9899979,16,5.5
Central America,671,Women's Golf Clubs,21,15,3149.8500825,3.8666666666666663,0.7333333333333333,1.0,209.9900055,15,5.25
Central America,677,Women's Golf Clubs,42,13,2999.69996634,3.923076923076923,0.6153846153846154,2.3076923076923075,230.7461512569231,30,10.5
Central America,691,Women's Golf Clubs,40,12,2319.70997614,3.75,0.5833333333333334,2.4166666666666665,193.30916467833333,29,10.0
Central America,703,Golf Apparel,173,46,2458.76997369,3.4347826086956523,0.5434782608695652,2.6739130434782608,53.45152116717391,123,43.25
Central America,705,Golf Apparel,21,15,1799.8499685000002,3.8,0.6666666666666666,1.0,119.9899979,15,5.25
Central America,715,Golf Apparel,19,14,1819.860077,3.071428571428572,0.4285714285714285,1.0,129.9900055,14,4.75
Central America,724,Golf Shoes,50,14,3600.0,3.7142857142857135,0.7142857142857143,2.571428571428572,257.1428571428572,36,12.5
Central America,725,Golf Shoes,29,21,2268.0,3.2857142857142856,0.5238095238095238,1.0,108.0,21,7.25
Central America,728,Golf Shoes,247,59,11440.0,3.610169491525424,0.4915254237288136,2.983050847457627,193.89830508474577,176,61.75
Central America,730,Golf Shoes,59,14,3360.0,3.071428571428572,0.4285714285714285,3.0,240.0,42,14.75
Central America,743,Golf Bags & Carts,19,14,2379.860077,3.642857142857143,0.7857142857142857,1.0,169.9900055,14,4.75
Central America,771,Golf Gloves,187,41,5318.67008136,3.268292682926829,0.6341463414634146,3.2439024390243905,129.7236605209756,133,46.75
Central America,773,Golf Gloves,19,14,3499.860077,3.7857142857142856,0.5714285714285714,1.0,249.9900055,14,4.75
Central America,775,Golf Gloves,182,43,1298.699993027,3.744186046511628,0.4651162790697674,3.0232558139534884,30.20232541923256,130,45.5
