warehouse_id,product_id,stocked,flow_capacity
FLR025,828,1,4184.400000000001
FLR025,835,1,7260.000000000001
FLR025,886,1,1531.2
FLR025,893,1,5715.6
FLR025,897,1,3313.2000000000003
FLR025,905,1,9358.800000000001
FLR025,906,1,8342.400000000001
FLR025,917,1,5755.200000000001
FLR025,924,1,2917.2000000000003
FLR025,926,1,3168.0000000000005
FLR025,977,1,2138.4
FLR025,981,1,2877.6000000000004
FLR025,1004,1,3339.6000000000004
FLR025,1014,1,8210.400000000001
FLR025,1073,1,8936.400000000001
FLR025,1348,1,1597.2
FLR025,1351,1,4092.0000000000005
FLR025,1353,1,6903.6
FLR025,1354,1,2244.0
FLR025,1355,1,7207.200000000001
FLR025,1357,1,3220.8
FLR025,1358,1,3220.8
FLR025,1359,1,4197.6
FLR025,1360,1,2930.4
FLR025,1362,1,4395.6
FLR025,1363,1,462.00000000000006
