warehouse_id,product_id,stocked,flow_capacity
AXW291,825,1,2592.0
AXW291,885,1,2836.7999999999997
AXW291,906,1,1771.2
AXW291,924,1,1886.3999999999999
AXW291,926,1,1569.6
AXW291,957,1,2332.7999999999997
AXW291,977,1,1123.2
AXW291,981,1,1670.3999999999999
AXW291,1004,1,3096.0
AXW291,1014,1,8409.6
NXH382,19,1,3470.4
NXH382,24,1,6148.8
NXH382,37,1,5227.2
NXH382,44,1,3355.2
NXH382,78,1,2376.0
NXH382,134,1,1612.8
NXH382,135,1,2635.2
NXH382,249,1,3441.6
NXH382,273,1,2692.7999999999997
NXH382,276,1,7084.8
NXH382,278,1,576.0
NXH382,282,1,1036.8
NXH382,305,1,5040.0
NXH382,306,1,2520.0
NXH382,359,1,4449.599999999999
NXH382,403,1,6523.2
NXH382,572,1,7905.599999999999
NXH382,646,1,3744.0
NXH382,647,1,6004.8
NXH382,652,1,1987.1999999999998
NXH382,671,1,3960.0
NXH382,703,1,1987.1999999999998
NXH382,705,1,3355.2
NXH382,725,1,1684.8
NXH382,778,1,4190.4
NXH382,797,1,3427.2
NXH382,804,1,4190.4
NXH382,810,1,1281.6
NXH382,818,1,6825.599999999999
NXH382,821,1,5500.8
NXH382,823,1,3268.7999999999997
NXH382,825,1,6854.4
NXH382,885,1,3787.2
NXH382,893,1,5428.8
NXH382,897,1,3499.2
NXH382,905,1,10468.8
NXH382,917,1,6926.4
NXH382,924,1,2880.0
NXH382,926,1,3283.2
NXH382,977,1,3254.4
NXH382,1004,1,2160.0
NXH382,1014,1,2793.6
NXH382,1073,1,9043.199999999999
NXH382,1347,1,6408.0
NXH382,1350,1,4147.2
NXH382,1351,1,5256.0
NXH382,1353,1,6004.8
NXH382,1354,1,2592.0
NXH382,1356,1,907.1999999999999
NXH382,1362,1,3283.2
NXH382,1363,1,1728.0
FLR025,24,1,8841.6
FLR025,37,1,8150.4
FLR025,44,1,1454.3999999999999
FLR025,60,1,2476.7999999999997
FLR025,78,1,4406.4
FLR025,93,1,5544.0
FLR025,134,1,3672.0
FLR025,135,1,8798.4
FLR025,191,1,2505.6
FLR025,216,1,2937.6
FLR025,226,1,6062.4
FLR025,235,1,6480.0
FLR025,249,1,2203.2
FLR025,273,1,3643.2
FLR025,276,1,3873.6
FLR025,278,1,2260.7999999999997
FLR025,295,1,2736.0
FLR025,305,1,4737.599999999999
FLR025,306,1,2851.2
FLR025,311,1,3873.6
FLR025,359,1,3960.0
FLR025,365,1,3772.7999999999997
FLR025,403,1,4248.0
FLR025,502,1,3384.0
FLR025,564,1,3830.3999999999996
FLR025,565,1,5990.4
FLR025,572,1,7459.2
FLR025,607,1,5832.0
FLR025,625,1,3758.3999999999996
FLR025,642,1,1699.2
FLR025,646,1,4492.8
FLR025,647,1,3816.0
FLR025,666,1,4708.8
FLR025,671,1,1872.0
FLR025,677,1,8596.8
FLR025,691,1,2448.0
FLR025,703,1,5515.2
FLR025,705,1,3787.2
FLR025,724,1,1756.8
FLR025,730,1,6710.4
FLR025,743,1,7113.599999999999
FLR025,771,1,3038.4
FLR025,777,1,1497.6
FLR025,778,1,5832.0
FLR025,786,1,1641.6
FLR025,792,1,13060.8
FLR025,793,1,3009.6
FLR025,797,1,8971.199999999999
FLR025,804,1,1612.8
FLR025,810,1,5227.2
FLR025,818,1,4320.0
FLR025,821,1,3916.7999999999997
FLR025,822,1,3931.2
FLR025,823,1,1353.6
FLR025,825,1,7862.4
FLR025,828,1,4564.8
FLR025,835,1,7920.0
FLR025,886,1,1670.3999999999999
FLR025,893,1,6235.2
FLR025,897,1,3614.4
FLR025,905,1,10209.6
FLR025,906,1,9100.8
FLR025,917,1,6278.4
FLR025,924,1,3182.4
FLR025,926,1,3456.0
FLR025,977,1,2332.7999999999997
FLR025,981,1,3139.2
FLR025,1004,1,3643.2
FLR025,1014,1,8956.8
FLR025,1073,1,9748.8
FLR025,1348,1,1742.3999999999999
FLR025,1351,1,4464.0
FLR025,1353,1,7531.2
FLR025,1354,1,2448.0
FLR025,1355,1,7862.4
FLR025,1357,1,3513.6
FLR025,1358,1,3513.6
FLR025,1359,1,4579.2
FLR025,1360,1,3196.7999999999997
FLR025,1362,1,4795.2
FLR025,1363,1,504.0
